idx name E N U flagged
211 SB20-09 -6.7807 15.2729 -0.0762 False
212 SB20-10 -10.58 15.3313 -0.0622 False
213 SB21-01 -11.1966 1.052 -0.0158 False
214 SB21-02 -9.1191 1.7558 -0.0182 False
215 SB21-03 -8.3491 -0.3656 -0.0352 False
216 SB21-04 -7.196 2.0402 -0.0366 False
217 SB21-05 -4.3886 2.7984 -0.0177 False
218 SB21-06 -5.1469 4.4566 -0.0027 False
219 SB21-07 -4.9256 6.2858 0.0142 False
220 SB21-08 -6.9139 4.3434 -0.0153 False
221 SB21-09 -6.7642 6.4461 0.0015 False
222 SB21-10 -9.7881 4.5515 -0.017 False
223 SB21-11 -10.4689 2.8316 -0.0123 False
224 SB22-01 -14.4648 8.9385 -0.0097 False
225 SB22-02 -11.973 8.405 -0.0344 False
226 SB22-03 -10.9945 6.1473 -0.0102 False
227 SB22-04 -9.4612 7.2 -0.0177 False
228 SB22-05 -9.5454 8.9113 -0.031 False
229 SB22-06 -10.5213 11.1686 -0.0597 False
230 SB22-07 -10.0122 12.931 -0.0489 False
231 SB22-08 -11.9289 14.1323 -0.0463 False
232 SB22-09 -12.8393 12.0745 -0.0429 False
233 SB22-10 -14.6959 10.8704 -0.0141 False
234 SB22-11 -12.1019 10.3839 -0.0524 False
235 SB23-01 -17.058 3.2608 0.0513 False
236 SB23-02 -15.8657 1.9135 0.0474 False
237 SB23-03 -12.5928 2.3755 0.0196 False
238 SB23-04 -14.4876 4.2288 0.0096 False
239 SB23-05 -12.7153 5.7147 0.003 False
240 SB23-06 -15.1472 5.9052 0.0166 False
241 SB23-07 -13.5607 7.3443 -0.0129 False
242 SB23-08 -15.6784 7.6377 0.0002 False
243 SB23-09 -17.0808 9.9612 -0.0039 False
244 SB23-10 -18.3272 5.9345 0.0013 False
245 SB24-01 -17.1721 -4.9086 0.0317 False
246 SB24-02 -16.0288 -3.1203 0.0454 False
247 SB24-03 -14.0162 -3.5893 0.0286 False
248 SB24-04 -13.321 -1.8736 0.0186 False
249 SB24-05 -12.2294 -0.3962 0.0049 False
250 SB24-06 -13.9358 1.1897 0.0122 False
251 SB24-07 -15.3812 -0.7899 0.0448 False
252 SB24-08 -16.8245 0.3262 0.0441 False
253 SB24-09 -18.2873 1.416 0.0082 False
254 SB24-10 -18.9721 -0.6558 0.027 False
255 SB24-11 -17.6412 -2.379 0.044 False
