idx name E N U flagged
145 Ant217 -12.06 -2.32 0.0 False
146 Ant218 -11.862 1.12 0.0 False
147 Ant219 -11.358 3.141 0.0 False
148 Ant255 -17.329 -3.392 0.0 False
149 Ant254 -18.262 -0.322 0.0 False
150 Ant253 -18.521 1.429 0.0 False
151 Ant245 -16.731 1.425 0.0 False
152 Ant229 -13.962 2.985 0.0 False
153 Ant230 -14.679 0.681 0.0 False
154 Ant231 -13.32 -0.819 0.0 False
155 Ant240 -16.33 -4.984 0.0 False
156 Ant244 -16.433 -0.428 0.0 False
157 Ant243 -15.176 -1.524 0.0 False
158 Ant242 -16.824 -2.23 0.0 False
159 Ant241 -15.281 -3.681 0.0 False
160 Ant205 -9.008 -6.061 -0.228 False
161 Ant206 -9.565 -8.223 -0.223 False
162 Ant212 -12.603 -11.577 -0.223 False
163 Ant213 -11.648 -9.736 -0.232 False
164 Ant256 -17.619 -6.386 -0.228 True
165 Ant239 -15.231 -6.335 -0.238 False
166 Ant238 -15.929 -8.243 -0.215 False
167 Ant237 -15.315 -9.634 -0.22 False
168 Ant214 -11.46 -7.474 -0.227 False
169 Ant215 -12.815 -5.916 -0.241 False
170 Ant216 -10.83 -3.922 -0.248 False
171 Ant232 -14.062 -4.722 -0.244 False
172 Ant236 -13.307 -13.49 -0.232 False
173 Ant235 -15.015 -11.495 -0.251 False
174 Ant234 -13.558 -9.442 -0.226 False
175 Ant233 -13.905 -7.784 -0.23 False
176 Ant140 -1.565 -10.785 0.0 False
177 Ant145 -3.32 -11.891 0.0 False
178 Ant146 -2.657 -9.795 0.0 False
179 Ant173 -4.822 -9.785 0.0 False
180 Ant211 -11.031 -12.598 0.0 False
181 Ant210 -10.984 -14.741 0.0 True
182 Ant209 -9.726 -13.899 0.0 False
183 Ant208 -9.475 -11.655 0.0 False
184 Ant174 -5.227 -12.338 0.0 True
185 Ant175 -5.924 -13.839 0.0 False
186 Ant178 -6.977 -16.396 0.0 False
187 Ant179 -8.423 -15.595 0.0 False
188 Ant207 -10.023 -10.004 0.0 False
189 Ant182 -6.469 -9.728 0.0 False
190 Ant181 -8.079 -10.493 0.0 False
191 Ant180 -7.326 -12.745 0.0 True
192 Ant073 4.988 -18.194 0.0 False
193 Ant107 3.099 -15.531 0.0 False
194 Ant108 2.886 -17.136 0.0 False
195 Ant109 3.036 -18.648 0.0 False
196 Ant177 -4.48 -17.642 0.0 False
197 Ant176 -4.471 -15.039 0.0 True
198 Ant144 -3.729 -13.691 0.0 False
199 Ant143 -2.515 -15.092 0.0 False
200 Ant110 1.34 -18.938 0.0 True
201 Ant111 0.535 -16.944 0.0 False
202 Ant112 1.53 -14.991 0.0 False
203 Ant113 0.04 -14.547 0.0 False
204 Ant142 -3.028 -16.849 0.0 False
205 Ant141 -1.57 -18.348 0.0 True
206 Ant115 2.037 -12.133 0.0 False
207 Ant114 0.335 -12.337 0.0 False
208 Ant040 10.893 -13.43 0.0 True
209 Ant041 10.448 -15.741 0.0 True
210 Ant042 9.089 -13.469 0.0 True
211 Ant043 10.196 -11.681 0.0 True
212 Ant106 3.896 -12.877 0.0 True
213 Ant078 4.854 -8.881 0.0 True
214 Ant077 5.552 -10.625 0.0 True
215 Ant076 5.341 -12.334 0.0 True
216 Ant045 9.067 -9.015 0.0 True
217 Ant068 6.602 -8.885 0.0 True
218 Ant069 8.602 -10.637 0.0 True
219 Ant070 8.348 -12.181 0.0 True
220 Ant075 4.383 -14.292 0.0 True
221 Ant074 6.139 -16.796 0.0 True
222 Ant072 8.035 -15.949 0.0 True
