idx name E N U flagged
187 SB16-1 6.478 -4.472 0.012 False
188 SB16-10 8.509 -4.335 0.031 False
189 SB16-4 6.078 -6.541 0.009 False
190 SB16-2 4.186 -3.806 -0.001 False
191 SB16-9 10.034 -6.223 0.044 False
192 SB20-1 15.203 3.035 0.073 False
193 SB20-9 16.864 1.961 0.088 False
194 SB20-7 17.424 -1.794 0.089 False
195 SB20-6 16.087 -0.287 0.085 False
196 SB20-5 13.405 -0.945 0.065 False
197 SB20-4 14.464 0.952 0.069 False
198 SB20-10 17.306 4.41 0.086 False
199 SB20-8 18.32 0.604 0.085 False
200 SB16-5 3.191 -7.659 -0.002 False
201 SB6-3 -18.03 2.668 -0.074 False
202 SB6-5 -17.672 -1.242 -0.079 False
203 SB6-9 -12.568 0.432 -0.069 False
204 SB6-7 -15.367 -0.273 -0.089 False
205 SB6-2 -17.534 6.645 -0.063 False
206 SB6-4 -19.01 0.228 -0.08 False
207 SB6-6 -16.809 1.073 -0.076 False
208 SB17-1 14.962 -2.286 0.097 False
209 SB17-10 18.52 -3.441 0.1 False
210 SB17-4 11.884 -5.313 0.071 False
211 SB17-8 17.125 -5.65 0.087 False
212 SB17-5 12.902 -7.121 0.069 False
213 SB17-2 12.049 -2.47 0.064 False
214 SB20-2 13.312 3.855 0.06 False
215 SB20-3 12.602 1.887 0.058 False
216 SB6-8 -13.612 -1.369 -0.082 False
217 SB6-1 -16.724 4.794 -0.059 False
218 SB8-8 -10.113 -4.244 -0.057 False
219 SB8-5 -16.47 -7.351 -0.089 False
220 SB8-7 -12.707 -6.127 -0.073 False
221 SB8-4 -16.465 -4.849 -0.073 False
222 SB8-9 -12.35 -4.05 -0.069 False
223 SB8-10 -11.603 -2.14 -0.062 False
224 SB7-11 -6.891 1.538 -0.03 False
225 SB7-6 -7.754 -1.007 -0.036 False
226 SB7-1 -9.464 2.921 -0.023 False
227 SB7-9 -5.597 0.029 -0.022 False
228 SB17-6 14.652 -5.695 0.107 False
229 SB17-9 16.171 -3.888 0.094 False
230 SB17-7 15.459 -7.519 0.081 False
231 SB17-3 13.558 -3.995 0.085 False
232 SB8-6 -14.653 -5.649 -0.072 False
233 SB8-2 -16.112 -2.47 -0.085 False
234 SB6-11 -15.62 3.123 -0.062 False
235 SB8-3 -18.16 -3.74 -0.082 False
236 SB8-1 -14.337 -3.429 -0.075 False
237 SB5-6 1.214 4.619 0.0 False
238 SB5-1 -1.502 10.535 0.009 False
239 SB5-3 -2.884 6.108 0.027 False
240 SB6-10 -14.263 1.636 -0.111 False
241 SB7-7 -6.144 -2.208 -0.036 False
242 SB7-5 -9.195 -2.503 -0.059 False
243 SB7-4 -10.452 -0.529 -0.047 False
244 SB7-2 -11.145 1.902 -0.041 False
245 SB7-3 -8.908 0.763 -0.034 False
246 SB7-10 -4.2 1.579 -0.005 False
247 SB7-8 -3.478 -0.717 -0.011 False
248 SB5-4 -1.199 3.821 0.003 False
249 SB5-11 0.829 11.437 0.015 False
250 SB5-9 -0.055 9.097 0.009 False
251 SB5-8 0.915 7.237 0.028 False
252 SB5-2 -1.79 7.84 0.02 False
253 SB5-10 2.102 9.836 0.02 False
254 SB5-7 2.928 5.736 0.015 False
255 SB5-5 -0.546 5.845 0.016 False
