idx name E N U flagged
134 SB13-07 -10.2529 12.7117 0.0311 False
135 SB13-08 -12.9935 14.479 0.0102 False
136 SB13-09 -12.346 12.0157 0.0201 False
137 SB13-10 -10.4552 10.8055 0.0171 False
138 SB13-11 -9.8055 9.1125 0.0353 False
139 SB14-01 -12.5791 5.1633 0.0414 False
140 SB14-02 -14.451 7.4414 0.0102 False
141 SB14-03 -11.1767 6.2215 0.0339 False
142 SB14-04 -11.3181 8.1441 0.0303 False
143 SB14-05 -12.2156 10.1835 0.0368 False
144 SB14-06 -13.224 8.7689 0.0156 False
145 SB14-07 -14.0392 11.3422 -0.0089 False
146 SB14-08 -16.8561 8.9208 -0.0244 False
147 SB14-09 -16.2818 7.1494 -0.0253 False
148 SB14-10 -17.3909 5.709 -0.0364 False
149 SB14-11 -15.5623 5.1592 -0.0139 False
150 SB15-01 -0.3774 5.4039 -0.0087 False
151 SB15-02 -2.2329 7.786 -0.0251 False
152 SB15-03 0.7259 6.8486 -0.0543 False
153 SB15-04 -0.5201 8.4075 -0.091 False
154 SB15-05 0.5528 11.0635 -0.0447 False
155 SB15-06 -1.6347 10.9088 -0.05 False
156 SB15-07 -5.5417 11.3248 0.007 False
157 SB15-08 -6.2504 8.4771 0.0185 False
158 SB15-09 -4.491 8.8461 0.0234 False
159 SB15-10 -2.4923 5.4662 -0.0098 False
160 SB16-01 -6.997 2.957 0.0365 False
161 SB16-02 -4.5154 2.921 0.0154 False
162 SB16-03 -4.7833 4.7084 0.0287 False
163 SB16-04 -7.3194 4.7251 0.0536 False
164 SB16-05 -4.254 6.9981 0.017 False
165 SB16-06 -6.2946 6.671 0.0282 False
166 SB16-07 -9.7229 7.2902 0.0607 False
167 SB16-08 -9.1078 4.6665 0.0522 False
168 SB16-09 -11.5113 3.7206 0.032 False
169 SB16-10 -9.3143 2.2834 0.0675 False
170 SB16-11 -11.0988 1.96 0.0325 False
171 SB17-01 -15.5151 -1.31 -0.0016 False
172 SB17-02 -12.8541 -0.1093 0.038 False
173 SB17-03 -14.6089 0.2965 0.0098 False
174 SB17-04 -12.9733 2.0808 0.0308 False
175 SB17-05 -14.1189 4.0658 0.0226 False
176 SB17-06 -14.7876 2.3092 0.001 False
177 SB17-07 -16.8388 3.3686 -0.0243 False
178 SB17-08 -18.053 1.9902 -0.0296 False
179 SB17-09 -16.8519 0.6005 -0.0128 False
180 SB17-10 -19.2868 -1.6917 -0.0372 False
181 SB18-01 -0.1144 -1.2771 -0.0228 False
182 SB18-02 3.1902 -1.0934 0.0197 False
183 SB18-03 1.9425 0.2469 -0.0133 False
184 SB18-04 0.7381 1.6023 -0.0075 False
185 SB18-05 -1.1185 2.9137 -0.0213 False
186 SB18-06 -1.1105 0.9566 -0.0093 False
187 SB18-07 -3.0143 3.7368 -0.0054 False
188 SB18-08 -3.6209 1.3852 0.0032 False
189 SB18-09 -1.9049 -1.0899 0.0007 False
190 SB18-10 -1.4236 -3.3465 0.0023 False
191 SB18-11 1.5526 -3.0981 0.0113 False
192 SB19-01 -3.2421 -2.3871 0.0127 False
193 SB19-02 -5.2551 -3.0215 0.0073 False
194 SB19-03 -5.9097 -0.5019 0.02 False
195 SB19-04 -5.7882 1.3293 0.0378 False
196 SB19-05 -7.6811 -1.9148 0.0507 False
197 SB19-06 -8.6149 -0.3722 0.0816 False
198 SB19-07 -10.286 -0.9381 0.0554 False
199 SB19-08 -9.1464 -3.0794 0.0801 False
200 SB19-09 -11.5301 -2.8255 0.0419 False
201 SB19-10 -9.1954 -4.8353 0.063 False
202 SB19-11 -9.866 -6.5437 0.0483 False
203 SB20-01 -14.3075 -6.7257 -0.0144 False
204 SB20-02 -12.5624 -6.929 0.0153 False
205 SB20-03 -11.2434 -4.6581 0.0702 False
206 SB20-04 -13.3702 -4.4014 -0.0047 False
207 SB20-05 -13.87 -2.1013 -0.0007 False
208 SB20-06 -16.0762 -3.4502 -0.0492 False
209 SB20-07 -17.2556 -1.7673 -0.0199 False
210 SB20-08 -18.2339 -4.0714 -0.0601 False
211 SB20-09 -15.8653 -5.4045 -0.0241 False
212 SB20-10 -16.1829 -9.1853 -0.0485 False
213 SB21-01 -2.0502 -11.0564 0.0052 False
214 SB21-02 -2.5559 -8.9165 0.008 False
215 SB21-03 -0.3625 -8.3863 0.0133 False
216 SB21-04 -2.6689 -6.9803 0.0199 False
217 SB21-05 -3.1845 -4.117 0.0111 False
218 SB21-06 -4.8805 -4.7846 -0.0033 False
219 SB21-07 -6.6902 -4.3399 0.0415 False
220 SB21-08 -4.9729 -6.5495 -0.0021 False
221 SB21-09 -7.0718 -6.1799 0.0218 False
222 SB21-10 -5.3963 -9.3321 0.0198 False
223 SB21-11 -3.7412 -10.1755 0.0106 False
224 SB22-01 -10.1795 -13.6161 0.0253 False
225 SB22-02 -9.4276 -11.1774 0.03 False
226 SB22-03 -7.0389 -10.3953 0.028 False
227 SB22-04 -7.9861 -8.8236 0.0252 False
228 SB22-05 -9.6874 -8.7651 0.0382 False
229 SB22-06 -12.0352 -9.4876 0.0478 False
230 SB22-07 -13.8016 -8.8191 -0.0066 False
231 SB22-08 -15.1313 -10.5794 -0.0404 False
232 SB22-09 -13.1732 -11.6553 -0.0088 False
233 SB22-10 -12.1338 -13.6134 0.0167 False
234 SB22-11 -11.4485 -11.1369 0.0389 False
235 SB23-01 -4.7703 -16.6913 -0.0309 False
236 SB23-02 -3.3137 -15.6262 -0.0048 False
237 SB23-03 -3.4804 -12.3223 0.007 False
238 SB23-04 -5.496 -14.0333 0.0126 False
239 SB23-05 -6.8119 -12.1908 0.0435 False
240 SB23-06 -7.2752 -14.5633 0.0417 False
241 SB23-07 -8.5031 -12.8468 0.0306 False
242 SB23-08 -8.9911 -14.9169 0.025 False
243 SB23-09 -11.43 -16.1244 0.0032 False
244 SB23-10 -7.5512 -17.7203 -0.0153 False
245 SB24-01 3.3685 -17.5244 -0.0249 False
246 SB24-02 1.728 -16.2708 -0.0248 False
247 SB24-03 2.3432 -14.3168 -0.0329 False
248 SB24-04 0.6927 -13.437 -0.0434 False
249 SB24-05 -0.6797 -12.208 -0.0219 False
250 SB24-06 -2.4746 -13.7642 0.0093 False
251 SB24-07 -0.5717 -15.4239 -0.0529 False
252 SB24-08 -1.8067 -16.763 -0.0361 False
253 SB24-09 -3.0442 -18.0864 -0.0317 False
254 SB24-10 -1.068 -18.9914 -0.0451 False
255 SB24-11 0.7982 -17.7757 -0.0322 False
