idx name E N U flagged
0 SB01-01 -14.3049 13.1819 -0.0158 False
1 SB01-02 -10.2712 12.0787 -0.0369 False
2 SB01-03 -11.3918 10.6609 -0.039 False
3 SB01-04 -10.0029 7.6125 -0.0416 False
4 SB01-05 -8.3822 8.7292 -0.0591 False
5 SB01-06 -9.2295 10.4731 -0.0197 False
6 SB01-07 -6.4154 11.2716 -0.0014 False
7 SB01-08 -8.4459 12.2668 -0.0296 False
8 SB01-09 -7.8586 14.2404 -0.0333 False
9 SB01-10 -11.563 13.2975 -0.0424 False
10 SB02-01 -16.0616 9.4237 -0.0637 False
11 SB02-02 -17.733 7.6571 -0.0218 False
12 SB02-03 -14.8705 8.0741 -0.0296 False
13 SB02-04 -16.6222 5.4167 -0.0559 False
14 SB02-05 -15.6773 3.9944 -0.046 False
15 SB02-06 -14.1982 6.0019 -0.0299 False
16 SB02-07 -12.7373 4.577 -0.0464 False
17 SB02-08 -11.6824 6.058 -0.0639 False
18 SB02-09 -11.9594 7.8514 -0.0402 False
19 SB02-10 -13.6265 9.4327 -0.0367 False
20 SB02-11 -13.0377 11.8225 -0.0262 False
21 SB03-01 -17.708 3.3317 -0.0254 False
22 SB03-02 -16.2984 2.1103 -0.0557 False
23 SB03-03 -18.9709 -0.4434 -0.0443 False
24 SB03-04 -15.4948 0.0344 -0.0447 False
25 SB03-05 -17.1499 -0.6953 -0.0448 False
26 SB03-06 -13.8934 -3.0211 -0.0464 False
27 SB03-07 -13.7312 -0.068 -0.0524 False
28 SB03-08 -12.2221 -3.9729 -0.0444 False
29 SB03-09 -12.1345 -1.4273 -0.0364 False
30 SB03-10 -12.3204 1.2085 -0.0317 False
31 SB03-11 -14.0976 3.0939 -0.0437 False
32 SB04-01 -9.9089 3.789 -0.0439 False
33 SB04-02 -11.5224 2.8944 -0.0338 False
34 SB04-03 -10.8411 -0.0331 -0.0306 False
35 SB04-04 -9.2374 0.8952 -0.0358 False
36 SB04-05 -7.6169 0.1304 -0.0561 False
37 SB04-06 -5.7068 -0.0153 -0.0529 False
38 SB04-07 -7.933 2.4702 -0.0475 False
39 SB04-08 -5.0263 2.055 -0.0405 False
40 SB04-09 -7.6867 4.3104 -0.0447 False
41 SB04-10 -7.2338 6.0948 -0.0649 False
42 SB04-11 -9.556 5.6347 -0.0382 False
43 SB05-01 -6.4837 8.7804 -0.0161 False
44 SB05-02 -5.3966 6.072 -0.0255 False
45 SB05-03 -5.5225 4.1156 -0.0556 False
46 SB05-04 -3.891 4.9055 -0.0169 False
47 SB05-05 -1.2772 3.9917 0.0034 False
48 SB05-06 -0.5618 5.6956 -0.0252 False
49 SB05-07 -3.0166 6.8535 0.0053 False
50 SB05-08 -4.4992 7.8745 -0.0063 False
51 SB05-09 -2.4462 10.1862 -0.0187 False
52 SB05-10 -4.1767 9.7016 -0.009 False
53 SB06-01 -17.118 -4.1055 -0.0463 False
54 SB06-02 -18.8542 -2.604 -0.0291 False
55 SB06-03 -16.8472 -6.4612 -0.0412 False
56 SB06-04 -16.6087 -9.3045 -0.0528 False
57 SB06-05 -14.9084 -9.5737 -0.05 False
58 SB06-06 -15.1351 -6.1591 -0.0463 False
59 SB06-07 -13.9573 -7.6885 -0.054 False
60 SB06-08 -11.1214 -7.2193 -0.0513 False
61 SB06-09 -10.8388 -5.4471 -0.0438 False
62 SB06-10 -13.3061 -5.9513 -0.0736 False
63 SB06-11 -15.3198 -4.149 -0.0553 False
64 SB07-01 -9.3182 -2.1961 -0.0153 False
65 SB07-02 -10.395 -3.6707 -0.0522 False
66 SB07-03 -7.492 -3.4525 -0.0564 False
67 SB07-04 -8.6714 -5.9719 -0.0606 False
68 SB07-05 -6.428 -7.366 -0.0531 False
69 SB07-06 -5.7915 -4.9758 -0.0389 False
70 SB07-07 -4.0483 -5.2644 -0.0352 False
71 SB07-08 -2.3863 -2.4344 -0.0135 False
72 SB07-09 -5.4169 -2.9445 -0.0376 False
73 SB07-10 -4.483 -1.2361 -0.0467 False
74 SB07-11 -7.3529 -1.606 -0.048 False
75 SB08-01 -10.9205 -9.3801 -0.0649 False
76 SB08-02 -12.9806 -9.9946 -0.0581 False
77 SB08-03 -13.2527 -11.6768 -0.0459 False
78 SB08-04 -11.8479 -12.7927 -0.0527 False
79 SB08-05 -11.2397 -14.6287 -0.0457 False
80 SB08-06 -9.6234 -11.7487 -0.0606 False
81 SB08-07 -8.0157 -10.9177 -0.062 False
82 SB08-08 -7.2639 -9.0709 -0.0444 False
83 SB08-09 -9.0744 -9.3905 -0.0635 False
84 SB08-10 -8.4106 -7.708 -0.0557 False
85 SB09-01 -2.8303 -6.9426 -0.0526 False
86 SB09-02 -4.7203 -6.95 -0.0365 False
87 SB09-03 -5.1747 -8.7362 -0.0489 False
88 SB09-04 -4.3616 -10.9695 -0.0439 False
89 SB09-05 -1.712 -8.4963 -0.0196 False
90 SB09-06 -0.9475 -10.7557 -0.0191 False
91 SB09-07 0.6938 -9.9758 0.0032 False
92 SB09-08 0.1216 -8.3022 -0.0044 False
93 SB09-09 -1.1452 -6.2663 -0.0042 False
94 SB09-10 -0.2432 -3.6505 0.0134 False
95 SB09-11 -2.3877 -4.3059 -0.0173 False
96 SB10-01 -7.4975 -12.6163 -0.0526 False
97 SB10-02 -9.222 -13.5157 -0.0681 False
98 SB10-03 -9.9075 -16.6855 -0.0505 False
99 SB10-04 -7.617 -15.3252 -0.0799 False
100 SB10-05 -5.5473 -18.2984 -0.0659 False
101 SB10-06 -6.0294 -14.3871 -0.0472 False
102 SB10-07 -4.4732 -16.502 -0.041 False
103 SB10-08 -4.2478 -14.0858 -0.0464 False
104 SB10-09 -2.0328 -12.2095 -0.0524 False
105 SB10-10 -5.6757 -12.1937 -0.0569 False
106 SB10-11 -6.0933 -10.4824 -0.0538 False
107 SB11-01 -0.5469 -14.1926 -0.0457 False
108 SB11-02 -2.1541 -15.0106 -0.0525 False
109 SB11-03 0.2667 -16.4164 -0.0164 False
110 SB11-04 -1.0406 -18.609 -0.0176 False
111 SB11-05 0.785 -18.527 -0.0101 False
112 SB11-06 3.2282 -17.2535 0.0208 False
113 SB11-07 5.064 -18.0844 0.04 False
114 SB11-08 1.1074 -14.7111 -0.0388 False
115 SB11-09 2.0439 -12.879 -0.0073 False
116 SB11-10 0.5276 -11.8809 -0.0289 False
117 SB12-01 6.5966 -10.8732 0.0448 False
118 SB12-02 4.5102 -12.1572 0.0191 False
119 SB12-03 3.6891 -13.8049 0.0213 False
120 SB12-04 6.0648 -13.1969 0.0268 False
121 SB12-05 3.433 -15.5313 0.0269 False
122 SB12-06 5.9991 -16.3662 0.0178 False
123 SB12-07 7.6327 -15.5988 0.0127 False
124 SB12-08 6.8869 -18.1012 0.0274 False
125 SB12-09 10.6608 -15.4879 0.0455 False
126 SB12-10 8.9943 -14.1204 0.0196 False
127 SB12-11 6.5156 -9.1524 0.0226 False
128 SB13-01 10.1285 -6.3691 0.0639 False
129 SB13-02 10.0684 -9.3782 0.0678 False
130 SB13-03 9.1771 -11.5019 0.0428 False
131 SB13-04 10.8971 -10.9127 0.0585 False
132 SB13-05 10.539 -13.2687 0.0529 False
133 SB13-06 13.016 -11.3515 0.0551 False
134 SB13-07 13.2454 -9.564 0.0448 False
135 SB13-08 16.3687 -10.5928 0.0483 False
136 SB13-09 15.0458 -8.3651 0.0743 False
137 SB13-10 12.9206 -7.6874 0.0607 False
138 SB13-11 11.8732 -6.2154 0.0603 False
139 SB14-01 13.5159 -1.6714 0.0805 False
140 SB14-02 15.9086 -3.3673 0.073 False
141 SB14-03 12.3815 -3.0744 0.0708 False
142 SB14-04 13.0276 -4.8868 0.0751 False
143 SB14-05 14.4831 -6.6066 0.0667 False
144 SB14-06 15.0994 -5.0137 0.0495 False
145 SB14-07 16.4996 -7.283 0.0844 False
146 SB14-08 18.6291 -4.1711 0.0311 False
147 SB14-09 17.6138 -2.6075 0.0185 False
148 SB14-10 18.2974 -0.9354 0.0229 False
149 SB14-11 16.3544 -0.9105 0.0399 False
150 SB15-01 1.7657 -5.1149 0.0222 False
151 SB15-02 4.1796 -6.9433 0.0258 False
152 SB15-03 1.083 -6.7994 -0.0125 False
153 SB15-04 2.7001 -7.9153 0.0234 False
154 SB15-05 2.4106 -10.7996 0.0178 False
155 SB15-06 4.4536 -10.1617 0.0357 False
156 SB15-07 8.293 -9.4909 0.0575 False
157 SB15-08 8.2748 -6.5297 0.0686 False
158 SB15-09 6.6788 -7.3569 0.0482 False
159 SB15-10 3.8234 -4.6296 0.0367 False
160 SB16-01 7.5057 -1.0246 0.0394 False
161 SB16-02 5.1466 -1.618 0.0648 False
162 SB16-03 5.8373 -3.2886 0.0629 False
163 SB16-04 8.2814 -2.6469 0.0532 False
164 SB16-05 5.9168 -5.6483 0.0595 False
165 SB16-06 7.8321 -4.7731 0.0588 False
166 SB16-07 11.2708 -4.4891 0.063 False
167 SB16-08 9.9853 -2.1133 0.056 False
168 SB16-09 12.0742 -0.5763 0.0678 False
169 SB16-10 9.5708 0.2222 0.0697 False
170 SB16-11 11.268 0.9765 0.0723 False
171 SB17-01 14.6333 5.3842 0.0389 False
172 SB17-02 12.3957 3.489 0.0098 False
173 SB17-03 14.1932 3.553 -0.005 False
174 SB17-04 12.9914 1.3591 0.0241 False
175 SB17-05 14.7151 -0.209 0.0058 False
176 SB17-06 14.8513 1.6312 -0.0128 False
177 SB17-07 17.1472 1.1715 0.0462 False
178 SB17-08 17.9167 2.8048 0.0316 False
179 SB17-09 16.4058 3.796 0.0379 False
180 SB17-10 18.1866 6.7051 0.0418 False
181 SB18-01 -0.193 1.2767 0.0046 False
182 SB18-02 -3.387 0.2113 -0.016 False
183 SB18-03 -1.8011 -0.7986 0.004 False
184 SB18-04 -0.2567 -1.7236 -0.0182 False
185 SB18-05 1.8679 -2.5071 0.0222 False
186 SB18-06 1.3052 -0.6377 0.0156 False
187 SB18-07 3.8774 -2.8357 0.0482 False
188 SB18-08 3.8647 -0.4001 0.052 False
189 SB18-09 1.5494 1.5363 0.0319 False
190 SB18-10 0.4961 3.5849 0.0195 False
191 SB18-11 -2.3394 2.6048 0.0032 False
192 SB19-01 2.4431 3.1148 0.0266 False
193 SB19-02 4.3154 4.3072 0.0307 False
194 SB19-03 5.5404 2.0708 0.0327 False
195 SB19-04 5.9147 0.219 0.0478 False
196 SB19-05 6.8775 3.8989 0.0578 False
197 SB19-06 8.2007 2.6201 0.0489 False
198 SB19-07 9.7293 3.6141 0.045 False
199 SB19-08 8.0125 5.3632 0.0559 False
200 SB19-09 10.3778 5.7418 0.0561 False
201 SB19-10 7.5658 7.115 0.057 False
202 SB19-11 7.8005 8.892 0.0644 False
203 SB20-01 12.0368 10.2381 0.0317 False
204 SB20-02 10.2891 9.9757 0.0381 False
205 SB20-03 9.6205 7.4352 0.0757 False
206 SB20-04 11.6714 7.7596 0.071 False
207 SB20-05 12.824 5.6606 0.0344 False
208 SB20-06 14.6644 7.5212 0.0599 False
209 SB20-07 16.1879 6.1885 0.0283 False
210 SB20-08 16.5331 8.7002 0.0535 False
211 SB20-09 13.8781 9.3673 0.0482 False
212 SB20-10 13.1998 13.0974 0.0299 False
213 SB21-01 -0.9338 11.1907 -0.0125 False
214 SB21-02 0.111 9.2581 0.0139 False
215 SB21-03 -1.8372 8.129 -0.0347 False
216 SB21-04 0.7362 7.4198 0.0121 False
217 SB21-05 1.9804 4.8025 0.027 False
218 SB21-06 3.4435 5.8763 0.0347 False
219 SB21-07 5.2808 5.9875 0.0404 False
220 SB21-08 3.0596 7.6194 0.0282 False
221 SB21-09 5.1887 7.8074 0.0418 False
222 SB21-10 2.7856 10.4414 -0.0159 False
223 SB21-11 0.9794 10.8126 -0.003 False
224 SB22-01 6.239 15.791 0.0399 False
225 SB22-02 6.1693 13.3112 0.0368 False
226 SB22-03 4.0898 11.893 0.036 False
227 SB22-04 5.3976 10.5618 0.0511 False
228 SB22-05 7.1031 10.9736 0.0551 False
229 SB22-06 9.1237 12.3023 0.0608 False
230 SB22-07 10.9968 12.1311 0.0242 False
231 SB22-08 11.8528 14.1947 0.0205 False
232 SB22-09 9.6397 14.6939 0.0294 False
233 SB22-10 8.1412 16.3792 0.0515 False
234 SB22-11 8.1114 13.7457 0.074 False
235 SB23-01 0.2448 17.3707 0.0063 False
236 SB23-02 -0.8692 15.9598 -0.0123 False
237 SB23-03 0.12 12.7861 0.0036 False
238 SB23-04 1.596 14.9812 0.0262 False
239 SB23-05 3.3625 13.5387 0.0231 False
240 SB23-06 3.1826 15.9636 0.0147 False
241 SB23-07 4.8217 14.6279 0.0367 False
242 SB23-08 4.7388 16.7419 0.0243 False
243 SB23-09 6.7876 18.5481 0.0429 False
244 SB23-10 2.6219 19.0799 0.0083 False
245 SB24-01 -7.8103 16.0446 -0.0356 False
246 SB24-02 -5.8747 15.2272 -0.0269 False
247 SB24-03 -6.0376 13.2026 -0.0059 False
248 SB24-04 -4.2079 12.7695 -0.0192 False
249 SB24-05 -2.5209 11.9882 -0.0062 False
250 SB24-06 -1.2328 13.9236 -0.0241 False
251 SB24-07 -3.4593 15.0548 -0.0132 False
252 SB24-08 -2.6237 16.6547 -0.0165 False
253 SB24-09 -1.8273 18.2343 -0.0108 False
254 SB24-10 -3.9617 18.6013 -0.0368 False
255 SB24-11 -5.4056 16.9601 -0.0274 False
